Name,Gender,City,Frequency,Item,Spends
Nikhil,M,Pune,Monthly,Pizza,76
Om,F,Delhi,Weekly,Roll,100
Simran,F,Hyderabad,Once,Pizza,43
Manav,F,Delhi,Weekly,Paneer,9
Neha,F,Pune,Weekly,Sandwich,43
Diya,F,Bangalore,Daily,Dosa,24
Sneha,F,Bangalore,Once,Dosa,34
Aarav,M,Bangalore,Monthly,Paneer,58
Karan,M,Kolkata,Once,Burger,76
Meera,M,Pune,Never,Samosa,5
Rhea,F,Delhi,Daily,Burger,97
Naira,M,Mumbai,Daily,Sandwich,90
Aarav,F,Mumbai,Daily,Roll,55
Aryan,M,Pune,Once,Chowmein,24
Nikhil,F,Hyderabad,Weekly,Sandwich,43
Radhika,F,Chennai,Daily,Burger,39
Harsh,F,Ahmedabad,Daily,Paneer,12
Karan,F,Chennai,Monthly,Dosa,16
Saanvi,M,Kolkata,Weekly,Paneer,85
Vivaan,M,Delhi,Daily,Paneer,74
Abhay,F,Pune,Once,Dosa,7
Meera,M,Delhi,Once,Samosa,65
Siddharth,F,Chennai,Daily,Burger,85
Kabir,F,Kolkata,Never,Roll,8
Karan,F,Chennai,Once,Sandwich,97
Karan,M,Delhi,Daily,Sandwich,29
Rohit,F,Pune,Weekly,Roll,27
Neha,F,Delhi,Once,Samosa,94
Tanish,F,Pune,Weekly,Burger,79
Simran,M,Chennai,Monthly,Roll,27
Anaya,F,Delhi,Once,Samosa,74
Harsh,M,Ahmedabad,Once,Burger,43
Tara,F,Ahmedabad,Never,Roll,74
Shreya,M,Pune,Monthly,Paneer,98
Diya,F,Pune,Never,Chowmein,78
Vivaan,F,Mumbai,Never,Samosa,67
Saanvi,F,Delhi,Never,Samosa,43
Aarav,F,Kolkata,Daily,Paneer,69
Anaya,F,Hyderabad,Daily,Burger,98
Dhruv,F,Pune,Daily,Sandwich,48
Neha,M,Hyderabad,Daily,Roll,43
Siddharth,M,Mumbai,Daily,Paneer,44
Saanvi,F,Hyderabad,Never,Pizza,25
Kiara,M,Pune,Monthly,Roll,95
Neha,M,Hyderabad,Never,Vada,48
Aman,M,Delhi,Monthly,Sandwich,73
Naira,M,Pune,Monthly,Chowmein,82
Shreya,M,Pune,Never,Dosa,19
Manav,F,Pune,Once,Vada,26
Reyansh,M,Kolkata,Daily,Pizza,56
Rahul,M,Pune,Weekly,Samosa,47
Rhea,M,Delhi,Daily,Chowmein,51
Rhea,M,Bangalore,Weekly,Chowmein,11
Saanvi,F,Pune,Once,Dosa,39
Tara,M,Mumbai,Weekly,Dosa,52
Sneha,M,Delhi,Daily,Dosa,53
Sneha,F,Ahmedabad,Never,Pizza,7
Nikhil,M,Kolkata,Weekly,Chowmein,23
Priya,M,Ahmedabad,Weekly,Paneer,45
Aditya,M,Delhi,Monthly,Samosa,12
Sneha,M,Pune,Daily,Paneer,31
Sneha,M,Delhi,Daily,Samosa,89
Dhruv,M,Pune,Weekly,Chowmein,22
Swati,M,Delhi,Weekly,Sandwich,59
Abhay,M,Delhi,Weekly,Sandwich,93
Swati,F,Chennai,Daily,Pizza,75
Diya,F,Mumbai,Once,Burger,81
Reyansh,M,Hyderabad,Monthly,Burger,65
Vivek,F,Ahmedabad,Monthly,Dosa,46
Naira,F,Bangalore,Once,Vada,29
Shreya,M,Delhi,Weekly,Samosa,65
Vivek,F,Chennai,Weekly,Dosa,72
Arjun,F,Mumbai,Monthly,Roll,62
Kavya,F,Bangalore,Never,Sandwich,7
Aditya,M,Hyderabad,Weekly,Samosa,57
Kavya,F,Mumbai,Monthly,Dosa,79
Reyansh,M,Chennai,Daily,Dosa,9
Aman,M,Hyderabad,Daily,Vada,78
Rhea,F,Ahmedabad,Weekly,Pizza,42
Abhay,M,Chennai,Never,Dosa,10
Anaya,F,Ahmedabad,Once,Roll,61
Ragini,M,Kolkata,Once,Dosa,44
Simran,M,Mumbai,Once,Vada,76
Naira,M,Chennai,Monthly,Vada,53
Kabir,F,Ahmedabad,Once,Chowmein,90
Aditya,M,Delhi,Never,Pizza,100
Yash,M,Hyderabad,Never,Burger,26
Aryan,M,Bangalore,Monthly,Samosa,20
Radhika,M,Hyderabad,Monthly,Burger,35
Saanvi,M,Hyderabad,Never,Sandwich,26
Meera,M,Chennai,Weekly,Vada,72
Kriti,F,Kolkata,Weekly,Roll,84
Rohit,M,Bangalore,Weekly,Burger,38
Tanish,M,Hyderabad,Never,Pizza,50
Manav,M,Mumbai,Daily,Burger,91
Arjun,M,Mumbai,Never,Vada,18
Tara,M,Chennai,Monthly,Vada,46
Neha,F,Mumbai,Monthly,Burger,94
Swati,M,Mumbai,Daily,Sandwich,15
Dhruv,M,Hyderabad,Once,Dosa,82
Kavya,F,Chennai,Daily,Vada,15
Kavya,M,Hyderabad,Never,Samosa,14
Aarav,F,Mumbai,Monthly,Sandwich,50
Kriti,F,Bangalore,Once,Dosa,76
Kriti,M,Hyderabad,Daily,Sandwich,93
Vivek,M,Bangalore,Never,Roll,39
Tara,F,Delhi,Never,Samosa,71
Aditya,M,Hyderabad,Never,Vada,37
Priya,F,Chennai,Never,Roll,54
Aarav,M,Mumbai,Weekly,Pizza,72
Kiara,F,Ahmedabad,Once,Roll,95
Ishaan,M,Ahmedabad,Weekly,Sandwich,45
Priya,M,Ahmedabad,Once,Roll,90
Nitin,F,Kolkata,Daily,Samosa,14
Aman,M,Delhi,Daily,Paneer,17
Ragini,F,Kolkata,Never,Vada,42
Aryan,M,Bangalore,Once,Dosa,60
Kavya,M,Bangalore,Weekly,Roll,15
Vivaan,F,Ahmedabad,Never,Burger,71
Rohit,M,Bangalore,Weekly,Dosa,83
Rahul,M,Pune,Never,Sandwich,79
Saanvi,M,Bangalore,Once,Pizza,92
Harsh,M,Bangalore,Never,Burger,90
Ishaan,M,Pune,Weekly,Vada,39
Radhika,M,Delhi,Once,Vada,47
Aarav,M,Delhi,Weekly,Paneer,17
Rohit,F,Chennai,Never,Pizza,79
Dhruv,M,Mumbai,Monthly,Sandwich,12
Aisha,F,Delhi,Once,Chowmein,59
Nikhil,F,Chennai,Daily,Dosa,45
Tara,F,Delhi,Once,Roll,44
Kriti,F,Hyderabad,Monthly,Burger,92
Reyansh,M,Ahmedabad,Monthly,Sandwich,82
Diya,M,Kolkata,Monthly,Samosa,97
Saanvi,M,Chennai,Daily,Samosa,87
Om,F,Pune,Daily,Roll,29
Rahul,F,Delhi,Once,Chowmein,81
Kiara,M,Chennai,Daily,Dosa,84
Aarav,F,Chennai,Weekly,Samosa,58
Shreya,M,Pune,Once,Chowmein,66
Tanish,M,Chennai,Daily,Roll,7
Saanvi,M,Hyderabad,Never,Roll,52
Siddharth,M,Kolkata,Weekly,Sandwich,40
Harsh,F,Mumbai,Never,Chowmein,38
Manav,M,Delhi,Weekly,Roll,31
Ishaan,F,Hyderabad,Monthly,Samosa,51
Yash,M,Kolkata,Daily,Vada,65
Reyansh,F,Kolkata,Weekly,Roll,63
Shreya,M,Chennai,Daily,Dosa,16
Vivek,F,Hyderabad,Once,Pizza,28
Aisha,F,Pune,Once,Chowmein,58
Naira,F,Kolkata,Once,Chowmein,9
Dhruv,M,Bangalore,Once,Pizza,11
Kabir,M,Hyderabad,Weekly,Burger,47
Nitin,M,Hyderabad,Monthly,Samosa,77
Reyansh,F,Chennai,Never,Sandwich,79
Saanvi,M,Chennai,Monthly,Dosa,21
Om,F,Pune,Never,Paneer,14
Tanvi,F,Chennai,Once,Samosa,72
Nitin,F,Hyderabad,Weekly,Chowmein,97
Arjun,F,Mumbai,Daily,Dosa,13
Vivek,M,Delhi,Never,Dosa,38
Vivek,F,Chennai,Never,Roll,34
Rhea,M,Hyderabad,Daily,Paneer,78
Kiara,F,Kolkata,Monthly,Pizza,73
Kavya,F,Ahmedabad,Once,Burger,17
Aditya,F,Kolkata,Daily,Paneer,28
Aisha,F,Chennai,Once,Samosa,42
Karan,F,Chennai,Monthly,Sandwich,9
Kabir,F,Ahmedabad,Once,Paneer,10
Nitin,F,Ahmedabad,Never,Samosa,95
Naira,M,Hyderabad,Weekly,Roll,34
Vivek,F,Mumbai,Never,Samosa,37
Aarav,M,Ahmedabad,Daily,Roll,96
Meera,F,Delhi,Once,Sandwich,20
Saanvi,F,Ahmedabad,Weekly,Chowmein,18
Diya,M,Mumbai,Daily,Roll,67
Ragini,M,Hyderabad,Never,Samosa,60
Swati,M,Pune,Monthly,Chowmein,56
Ragini,M,Chennai,Daily,Burger,26
Kiara,M,Hyderabad,Daily,Roll,24
Dhruv,F,Chennai,Weekly,Roll,15
Aman,F,Ahmedabad,Daily,Paneer,81
Priya,M,Delhi,Once,Dosa,56
Kavya,M,Bangalore,Monthly,Paneer,13
Om,F,Hyderabad,Once,Burger,16
Meera,F,Ahmedabad,Monthly,Roll,75
Nikhil,F,Mumbai,Monthly,Pizza,49
Rohit,M,Bangalore,Monthly,Chowmein,22
Harsh,F,Mumbai,Monthly,Paneer,47
Priya,M,Ahmedabad,Daily,Sandwich,33
Vivek,M,Hyderabad,Never,Chowmein,68
Rohit,M,Pune,Monthly,Chowmein,82
Karan,F,Ahmedabad,Weekly,Pizza,19
Arjun,F,Ahmedabad,Monthly,Paneer,26
Aman,M,Chennai,Never,Burger,74
Kabir,F,Chennai,Never,Dosa,75
Aisha,F,Delhi,Once,Paneer,56
Sneha,M,Kolkata,Once,Vada,88
Pooja,F,Bangalore,Daily,Samosa,81
Saanvi,M,Chennai,Monthly,Samosa,98
Aman,M,Mumbai,Never,Burger,36
Kriti,F,Hyderabad,Monthly,Pizza,44
Om,F,Kolkata,Once,Vada,50
Nikhil,F,Hyderabad,Weekly,Chowmein,9
Kavya,M,Chennai,Weekly,Burger,76
Anaya,M,Delhi,Weekly,Dosa,26
Ira,F,Chennai,Monthly,Pizza,74
Kiara,M,Mumbai,Once,Roll,92
Rahul,F,Delhi,Once,Roll,83
Simran,F,Ahmedabad,Once,Samosa,46
Kavya,F,Kolkata,Once,Roll,72
Naira,M,Delhi,Monthly,Dosa,40
Tanish,F,Chennai,Weekly,Samosa,58
Aman,M,Chennai,Never,Paneer,25
Siddharth,F,Bangalore,Once,Vada,95
Sneha,M,Chennai,Monthly,Pizza,55
Kriti,F,Chennai,Weekly,Pizza,8
Shreya,M,Mumbai,Never,Sandwich,24
Nikhil,M,Pune,Once,Roll,98
Simran,F,Chennai,Never,Roll,66
Harsh,M,Mumbai,Never,Dosa,75
Dhruv,M,Kolkata,Never,Samosa,85
Tanvi,F,Hyderabad,Once,Sandwich,34
Radhika,F,Chennai,Never,Roll,18
Ragini,F,Bangalore,Daily,Paneer,46
Pooja,M,Hyderabad,Monthly,Pizza,97
Om,F,Delhi,Weekly,Vada,90
Vivek,M,Ahmedabad,Monthly,Chowmein,20
Pooja,M,Ahmedabad,Monthly,Pizza,50
Tara,F,Hyderabad,Weekly,Roll,31
Karan,F,Chennai,Monthly,Sandwich,11
Reyansh,M,Kolkata,Weekly,Burger,74
Neha,M,Mumbai,Daily,Paneer,93
Dhruv,F,Pune,Once,Roll,51
Ishaan,F,Mumbai,Monthly,Burger,74
Swati,F,Bangalore,Once,Pizza,29
Diya,M,Hyderabad,Daily,Sandwich,52
Neha,F,Delhi,Monthly,Vada,55
Kriti,F,Kolkata,Once,Vada,62
Shreya,M,Kolkata,Daily,Sandwich,21
Ira,M,Mumbai,Monthly,Samosa,69
Nitin,F,Hyderabad,Daily,Chowmein,11
Siddharth,F,Delhi,Once,Chowmein,37
Aryan,F,Hyderabad,Once,Paneer,29
Kiara,M,Ahmedabad,Once,Sandwich,84
Om,M,Hyderabad,Once,Pizza,91
Aryan,M,Pune,Once,Roll,73
Tara,M,Hyderabad,Once,Samosa,51
Dhruv,F,Kolkata,Once,Pizza,20
Meera,F,Delhi,Monthly,Roll,89
Vivek,F,Chennai,Once,Burger,80
Aarav,M,Chennai,Monthly,Sandwich,35
Meera,F,Chennai,Daily,Paneer,95
Pooja,F,Pune,Weekly,Dosa,89
Priya,M,Delhi,Once,Pizza,55
Nitin,M,Chennai,Monthly,Burger,12
Abhay,F,Delhi,Once,Chowmein,82
Siddharth,F,Mumbai,Never,Burger,30
Arjun,F,Mumbai,Never,Paneer,54
Dhruv,M,Kolkata,Once,Vada,79
Meera,M,Chennai,Never,Pizza,26
Pooja,M,Delhi,Daily,Dosa,48
Pooja,F,Hyderabad,Monthly,Sandwich,67
Aman,F,Pune,Weekly,Vada,43
Diya,M,Delhi,Once,Vada,28
Kavya,M,Hyderabad,Never,Dosa,67
Kriti,M,Delhi,Never,Paneer,5
Om,M,Kolkata,Once,Roll,50
Kriti,M,Kolkata,Weekly,Samosa,81
Radhika,M,Hyderabad,Weekly,Roll,28
Rohit,F,Chennai,Daily,Pizza,87
Simran,F,Ahmedabad,Never,Chowmein,18
Diya,M,Mumbai,Daily,Dosa,35
Naira,M,Kolkata,Daily,Chowmein,49
Ira,F,Kolkata,Never,Vada,88
Aman,F,Hyderabad,Weekly,Samosa,11
Kriti,F,Ahmedabad,Once,Burger,45
Diya,F,Hyderabad,Daily,Burger,55
Aryan,M,Kolkata,Monthly,Samosa,59
Rhea,M,Bangalore,Never,Roll,63
Rahul,M,Mumbai,Weekly,Dosa,97
Priya,F,Delhi,Never,Burger,77
Pooja,M,Kolkata,Daily,Pizza,42
Aditya,F,Ahmedabad,Weekly,Burger,72
Karan,F,Pune,Never,Chowmein,21
Aarav,M,Bangalore,Daily,Pizza,96
Karan,F,Bangalore,Weekly,Sandwich,26
Manav,F,Delhi,Never,Paneer,71
Nikhil,M,Delhi,Weekly,Pizza,56
Vivek,F,Mumbai,Monthly,Paneer,77
Tara,M,Kolkata,Daily,Sandwich,72
Shreya,F,Pune,Once,Roll,94
Karan,M,Kolkata,Never,Chowmein,58
Simran,F,Pune,Monthly,Paneer,9
Kriti,M,Chennai,Daily,Roll,12
Swati,M,Kolkata,Monthly,Pizza,32
Nitin,M,Kolkata,Weekly,Samosa,21
Tanish,F,Delhi,Never,Burger,19
Kriti,M,Chennai,Monthly,Samosa,66
Swati,F,Ahmedabad,Daily,Paneer,27
Reyansh,F,Chennai,Monthly,Dosa,19
Ishaan,F,Chennai,Monthly,Roll,77
Naira,F,Bangalore,Weekly,Burger,24
Harsh,M,Pune,Monthly,Roll,61
Aditya,F,Hyderabad,Monthly,Paneer,48
Nitin,F,Hyderabad,Monthly,Chowmein,85
Siddharth,F,Ahmedabad,Monthly,Vada,35
Simran,F,Bangalore,Once,Samosa,10
Nitin,F,Chennai,Daily,Dosa,94
Arjun,F,Delhi,Daily,Dosa,86
Naira,F,Chennai,Monthly,Burger,33
Priya,F,Chennai,Weekly,Vada,26
Yash,M,Kolkata,Weekly,Samosa,50
Abhay,F,Chennai,Never,Burger,68
Vivaan,M,Chennai,Daily,Roll,58
Karan,M,Hyderabad,Daily,Dosa,85
Ishaan,F,Chennai,Daily,Sandwich,33
Kiara,F,Mumbai,Monthly,Chowmein,19
Kabir,F,Delhi,Weekly,Dosa,57
Abhay,M,Kolkata,Never,Chowmein,91
Naira,M,Bangalore,Monthly,Pizza,9
Rhea,M,Pune,Monthly,Vada,70
Saanvi,F,Pune,Never,Vada,90
Aditya,F,Pune,Weekly,Burger,47
Aditya,M,Kolkata,Once,Sandwich,41
Aman,M,Delhi,Never,Paneer,61
Karan,F,Mumbai,Weekly,Chowmein,16
Priya,M,Bangalore,Never,Paneer,44
Rhea,M,Delhi,Daily,Vada,17
Tara,M,Mumbai,Monthly,Chowmein,18
Arjun,M,Hyderabad,Never,Dosa,29
Aarav,M,Ahmedabad,Monthly,Sandwich,33
Priya,F,Hyderabad,Weekly,Samosa,52
Yash,F,Bangalore,Weekly,Sandwich,69
Om,M,Kolkata,Never,Chowmein,19
Yash,M,Chennai,Monthly,Burger,8
Tanvi,M,Bangalore,Never,Vada,65
Vivek,F,Ahmedabad,Daily,Burger,68
Reyansh,M,Ahmedabad,Never,Samosa,61
Aisha,M,Kolkata,Daily,Pizza,13
Meera,M,Chennai,Daily,Pizza,89
Swati,M,Delhi,Monthly,Chowmein,48
Simran,M,Ahmedabad,Once,Dosa,71
Manav,F,Ahmedabad,Once,Pizza,27
Aman,M,Chennai,Never,Pizza,99
Simran,F,Hyderabad,Daily,Burger,92
Simran,M,Hyderabad,Daily,Roll,34
Harsh,M,Pune,Never,Roll,94
Pooja,F,Kolkata,Never,Chowmein,66
Radhika,F,Chennai,Weekly,Samosa,39
Ragini,F,Mumbai,Daily,Paneer,57
Manav,M,Kolkata,Monthly,Dosa,57
Saanvi,M,Chennai,Daily,Samosa,27
Kavya,F,Kolkata,Never,Pizza,26
Kriti,F,Bangalore,Never,Pizza,77
Vivek,F,Mumbai,Weekly,Pizza,81
Tanvi,M,Bangalore,Weekly,Paneer,21
Simran,F,Kolkata,Daily,Sandwich,95
Harsh,F,Chennai,Daily,Paneer,15
Rhea,F,Hyderabad,Monthly,Chowmein,91
Tanvi,M,Ahmedabad,Weekly,Samosa,76
Rhea,M,Chennai,Once,Paneer,23
Kiara,F,Hyderabad,Never,Vada,78
Rahul,M,Delhi,Weekly,Dosa,99
Ira,F,Bangalore,Daily,Roll,55
Nitin,M,Bangalore,Daily,Paneer,34
Anaya,M,Mumbai,Daily,Samosa,58
Vivaan,F,Hyderabad,Never,Burger,81
Rhea,M,Ahmedabad,Once,Burger,26
Ragini,F,Mumbai,Monthly,Chowmein,48
Saanvi,M,Delhi,Monthly,Burger,47
Saanvi,M,Hyderabad,Daily,Paneer,86
Simran,M,Delhi,Monthly,Burger,40
Swati,F,Kolkata,Monthly,Pizza,44
Nikhil,M,Ahmedabad,Never,Samosa,8
Abhay,F,Bangalore,Weekly,Burger,81
Vivaan,F,Pune,Monthly,Burger,42
Ragini,M,Pune,Never,Pizza,48
Swati,F,Hyderabad,Once,Roll,7
Harsh,M,Kolkata,Monthly,Samosa,13
Shreya,M,Pune,Weekly,Sandwich,86
Vivaan,M,Pune,Monthly,Roll,27
Kabir,F,Hyderabad,Once,Pizza,50
Shreya,F,Kolkata,Daily,Chowmein,22
Om,M,Mumbai,Monthly,Burger,23
Om,M,Chennai,Monthly,Vada,38
Meera,M,Pune,Monthly,Roll,94
Swati,F,Hyderabad,Once,Samosa,8
Swati,F,Hyderabad,Monthly,Roll,82
Reyansh,F,Ahmedabad,Weekly,Dosa,84
Rohit,F,Kolkata,Never,Dosa,85
Neha,F,Mumbai,Never,Burger,33
Abhay,F,Chennai,Monthly,Paneer,73
Priya,M,Delhi,Once,Burger,57
Aarav,M,Pune,Daily,Roll,45
Kabir,M,Chennai,Monthly,Chowmein,92
Nitin,F,Bangalore,Monthly,Pizza,70
Ira,M,Bangalore,Daily,Sandwich,41
Shreya,F,Hyderabad,Weekly,Vada,99
Rahul,F,Kolkata,Weekly,Chowmein,45
Ragini,M,Pune,Daily,Vada,40
Neha,F,Delhi,Once,Burger,38
Siddharth,M,Hyderabad,Once,Burger,10
Rhea,F,Bangalore,Monthly,Chowmein,65
Aditya,F,Hyderabad,Daily,Vada,12
Tanish,F,Ahmedabad,Weekly,Roll,61
Rohit,M,Bangalore,Once,Samosa,87
Radhika,M,Bangalore,Daily,Burger,22
Yash,F,Mumbai,Never,Samosa,6
Karan,F,Hyderabad,Once,Dosa,20
Kabir,F,Ahmedabad,Weekly,Chowmein,72
Meera,F,Chennai,Never,Burger,81
Tanvi,F,Delhi,Never,Paneer,74
Sneha,F,Mumbai,Never,Roll,12
Rohit,F,Kolkata,Monthly,Sandwich,55
Ira,M,Hyderabad,Monthly,Dosa,7
Nikhil,F,Chennai,Monthly,Burger,14
Priya,F,Ahmedabad,Never,Paneer,63
Dhruv,F,Delhi,Weekly,Roll,81
Karan,M,Delhi,Monthly,Vada,38
Om,F,Pune,Weekly,Burger,54
Aarav,M,Hyderabad,Never,Burger,37
Nitin,F,Chennai,Weekly,Samosa,73
Aisha,F,Delhi,Never,Burger,85
Aryan,F,Pune,Monthly,Samosa,9
Anaya,F,Hyderabad,Once,Burger,31
Karan,M,Bangalore,Daily,Roll,57
Priya,M,Ahmedabad,Monthly,Burger,86
Aman,M,Mumbai,Weekly,Samosa,20
Karan,F,Mumbai,Daily,Roll,23
Aryan,M,Kolkata,Daily,Samosa,99
Ira,M,Pune,Monthly,Dosa,8
Sneha,M,Ahmedabad,Monthly,Vada,7
Om,F,Delhi,Once,Burger,70
Manav,M,Pune,Monthly,Dosa,93
Kiara,F,Pune,Weekly,Chowmein,82
Radhika,F,Bangalore,Never,Pizza,98
Kavya,M,Mumbai,Daily,Pizza,80
Om,M,Kolkata,Daily,Paneer,72
Om,F,Bangalore,Daily,Samosa,70
Anaya,F,Bangalore,Once,Dosa,32
Rahul,M,Kolkata,Monthly,Sandwich,70
Rhea,F,Bangalore,Monthly,Pizza,69
Aisha,M,Hyderabad,Once,Chowmein,98
Anaya,F,Kolkata,Weekly,Dosa,98
Kabir,F,Chennai,Monthly,Dosa,5
Nitin,M,Pune,Once,Dosa,75
Nikhil,M,Bangalore,Weekly,Burger,95
Om,M,Pune,Once,Samosa,58
Ira,F,Delhi,Monthly,Pizza,40
Rhea,M,Kolkata,Monthly,Paneer,24
Manav,M,Pune,Monthly,Roll,36
Tanish,M,Delhi,Daily,Samosa,65
Tara,M,Hyderabad,Weekly,Paneer,31
Dhruv,M,Mumbai,Monthly,Sandwich,41
Pooja,F,Delhi,Once,Vada,35
Karan,F,Chennai,Monthly,Roll,97
Aryan,F,Mumbai,Monthly,Chowmein,14
Meera,M,Delhi,Once,Samosa,75
Naira,F,Delhi,Daily,Paneer,58
Aarav,M,Delhi,Monthly,Burger,91
Aditya,F,Hyderabad,Monthly,Sandwich,5
Aditya,M,Hyderabad,Weekly,Sandwich,46
Anaya,F,Hyderabad,Daily,Sandwich,87
Nitin,F,Mumbai,Once,Dosa,65
Harsh,M,Mumbai,Once,Sandwich,49
Pooja,F,Chennai,Never,Sandwich,53
Aryan,M,Chennai,Daily,Paneer,85
Saanvi,F,Kolkata,Monthly,Pizza,10
Swati,M,Bangalore,Once,Paneer,62
Meera,M,Delhi,Weekly,Dosa,67
Swati,F,Hyderabad,Monthly,Sandwich,94
Sneha,M,Hyderabad,Never,Sandwich,25
Dhruv,M,Bangalore,Never,Pizza,50
Diya,F,Delhi,Daily,Samosa,68
Ishaan,F,Ahmedabad,Once,Sandwich,48
Manav,M,Mumbai,Monthly,Paneer,90
Tanish,F,Kolkata,Daily,Pizza,7
Tanvi,M,Kolkata,Weekly,Paneer,78
Anaya,F,Kolkata,Daily,Dosa,43
Nikhil,M,Bangalore,Weekly,Samosa,50
Pooja,F,Chennai,Daily,Burger,90
Dhruv,F,Ahmedabad,Monthly,Burger,64
Diya,M,Hyderabad,Once,Sandwich,72
Reyansh,F,Kolkata,Monthly,Burger,74
Aditya,F,Mumbai,Once,Burger,95
Aditya,F,Hyderabad,Weekly,Sandwich,56
Manav,F,Bangalore,Monthly,Paneer,80
Pooja,F,Hyderabad,Never,Dosa,84
Priya,F,Ahmedabad,Weekly,Roll,25
Ira,M,Mumbai,Monthly,Roll,84
Simran,F,Kolkata,Daily,Samosa,30
Priya,M,Pune,Never,Vada,29
Shreya,M,Delhi,Weekly,Samosa,78
Kavya,F,Ahmedabad,Once,Samosa,21
Vivek,M,Bangalore,Daily,Samosa,74
Radhika,F,Pune,Monthly,Chowmein,67
Shreya,F,Delhi,Once,Roll,8
Swati,M,Delhi,Monthly,Pizza,92
Rohit,F,Bangalore,Never,Paneer,25
Sneha,M,Pune,Weekly,Chowmein,20
Simran,M,Kolkata,Never,Sandwich,65
Rohit,M,Kolkata,Once,Burger,76
Tanvi,F,Chennai,Daily,Pizza,13
Rohit,F,Chennai,Monthly,Burger,17
Aditya,M,Mumbai,Weekly,Vada,32
Reyansh,M,Chennai,Monthly,Paneer,16
Aditya,F,Pune,Daily,Paneer,42
Manav,M,Mumbai,Once,Sandwich,77
Om,F,Ahmedabad,Weekly,Roll,71
Aman,M,Hyderabad,Never,Samosa,31
Siddharth,F,Kolkata,Monthly,Pizza,80
Aisha,M,Bangalore,Monthly,Sandwich,56
Harsh,M,Kolkata,Never,Samosa,79
Kabir,M,Bangalore,Weekly,Dosa,78
Radhika,M,Bangalore,Weekly,Pizza,28
Meera,M,Bangalore,Never,Sandwich,62
Dhruv,M,Ahmedabad,Weekly,Sandwich,61
Priya,M,Kolkata,Weekly,Samosa,97
Abhay,M,Ahmedabad,Monthly,Pizza,23
Simran,F,Ahmedabad,Weekly,Burger,6
Vivek,M,Pune,Weekly,Dosa,70
Nikhil,F,Pune,Weekly,Chowmein,51
Dhruv,F,Delhi,Never,Pizza,40
Radhika,F,Hyderabad,Once,Chowmein,37
Vivaan,F,Chennai,Weekly,Burger,28
Ishaan,M,Hyderabad,Monthly,Vada,16
Siddharth,F,Ahmedabad,Daily,Samosa,32
Naira,M,Pune,Monthly,Sandwich,75
Sneha,M,Delhi,Once,Burger,77
Tanvi,F,Pune,Daily,Paneer,42
Karan,F,Ahmedabad,Monthly,Samosa,35
Shreya,F,Mumbai,Monthly,Chowmein,85
Yash,F,Delhi,Monthly,Pizza,9
Vivek,F,Bangalore,Daily,Burger,6
Om,F,Delhi,Once,Chowmein,81
Aisha,F,Pune,Never,Vada,19
Harsh,F,Delhi,Monthly,Samosa,56
Aman,F,Delhi,Monthly,Vada,5
Om,M,Mumbai,Once,Chowmein,70
Vivek,M,Ahmedabad,Daily,Vada,70
Siddharth,M,Delhi,Monthly,Sandwich,90
Anaya,F,Chennai,Monthly,Sandwich,64
Tara,M,Bangalore,Daily,Pizza,60
Harsh,F,Chennai,Weekly,Chowmein,61
Aditya,F,Hyderabad,Once,Burger,70
Pooja,M,Pune,Weekly,Pizza,96
Kiara,F,Kolkata,Daily,Samosa,72
Dhruv,F,Delhi,Never,Paneer,65
Rhea,M,Mumbai,Once,Burger,15
Pooja,F,Mumbai,Weekly,Chowmein,99
Harsh,M,Ahmedabad,Once,Pizza,13
Aman,F,Delhi,Once,Dosa,93
Karan,M,Delhi,Once,Vada,57
Aditya,M,Chennai,Never,Pizza,31
Arjun,F,Chennai,Weekly,Sandwich,26
Ishaan,F,Delhi,Weekly,Dosa,80
Vivaan,M,Hyderabad,Once,Roll,24
Reyansh,F,Kolkata,Daily,Pizza,41
Aryan,M,Chennai,Never,Burger,17
Nikhil,M,Hyderabad,Never,Chowmein,71
Aman,M,Delhi,Daily,Paneer,40
Neha,F,Mumbai,Weekly,Roll,39
Aditya,M,Kolkata,Once,Roll,98
Meera,F,Hyderabad,Daily,Sandwich,72
Diya,M,Chennai,Daily,Samosa,74
Vivek,F,Delhi,Daily,Samosa,77
Abhay,F,Bangalore,Monthly,Dosa,23
Arjun,F,Chennai,Once,Roll,57
Aarav,F,Delhi,Weekly,Dosa,87
Karan,M,Hyderabad,Never,Sandwich,5
Pooja,M,Chennai,Once,Vada,12
Ragini,F,Pune,Never,Pizza,79
Pooja,F,Hyderabad,Daily,Dosa,5
Dhruv,F,Bangalore,Weekly,Samosa,49
Radhika,M,Kolkata,Daily,Pizza,99
Aisha,M,Bangalore,Once,Samosa,54
Vivaan,M,Pune,Monthly,Sandwich,82
Rhea,M,Mumbai,Weekly,Roll,33
Dhruv,F,Mumbai,Once,Sandwich,12
Tanvi,M,Ahmedabad,Once,Paneer,42
Karan,M,Ahmedabad,Never,Samosa,46
Ira,M,Chennai,Weekly,Paneer,40
Kiara,F,Pune,Daily,Roll,40
Nikhil,M,Bangalore,Daily,Sandwich,47
Vivaan,M,Chennai,Weekly,Chowmein,46
Vivaan,M,Mumbai,Never,Vada,11
Kriti,F,Mumbai,Monthly,Pizza,61
Swati,F,Delhi,Weekly,Paneer,53
Vivaan,F,Chennai,Once,Dosa,27
Kabir,M,Ahmedabad,Once,Paneer,27
Ragini,M,Kolkata,Once,Samosa,81
